"text","label","","","","","","","","","","","","",""
"이재명 대표가 말한 '핵폐수'는 중국계 용어다","거짓","","","","","","","","","","","","",""
"주가 폭락 사태는 공매도 세력 탓이다","거짓","","","","","","","","","","","","",""
"미성년자 시절 성범죄 전력 있으면 현행법상 교원 자격 박탈할 수 있다","거짓","","","","","","","","","","","","",""
"한국 아빠의 육아휴직은 그림의 떡인 셈이다","거짓","","","","","","","","","","","","",""
"집회 시설물 설치 시 도로점용하려면 지자체 별도 허가 필요하다","거짓","","","","","","","","","","","","",""
"문재인 정부 때 집회 강제 진압은 없었다","거짓","","","","","","","","","","","","",""
"외국인이 내국인보다 범죄를 더 많이 저지른다","거짓","","","","","","","","","","","","",""
"거짓 유공자가 늘고 있어 5.18 유공자가 많아졌다","거짓","","","","","","","","","","","","",""
"후쿠시마 원전사고' 넷플릭스 드라마 한국 공개 일부러 늦췄다","거짓","","","","","","","","","","","","",""
"토지거래허가제는 재산권 침해다","거짓","","","","","","","","","","","","",""
"대림동은 내국인 대비 외국인 범죄율이 특별히 높다","거짓","","","","","","","","","","","","",""
"중랑구는 서울에서 성범죄자 수, 청소년 범죄율 1위다","거짓","","","","","","","","","","","","",""
"이동관 아들 학교폭력 사건은 '담임 자체 해결' 지침 요건을 충족했다","거짓","","","","","","","","","","","","",""
"문재인 정부 5년 동안 여론조사 기관 79곳이 새로 생겼다","거짓","","","","","","","","","","","","",""
"외국인 노동자 처우가 열악하다는 건 과장된 사실이다","거짓","","","","","","","","","","","","",""
"사회서비스 경쟁하면 질이 좋아진다","거짓","","","","","","","","","","","","",""
"외국인 노동자가 내국인 일자리를 빼앗고 있다","거짓","","","","","","","","","","","","",""
"국회 표결을 앞둔 <노란봉투법>에는 문재인 정부도 반대했던 내용이 포함되어 있다","거짓","","","","","","","","","","","","",""
"적십자가 혈액을 제약사에 헐값에 팔아서 혈액 부족 사태 생긴다","거짓","","","","","","","","","","","","",""
"5·18 유공자는 일시금으로 3억, 매달 420만 원을 받는다","거짓","","","","","","","","","","","","",""
"진보층이 보수보다 가짜뉴스 잘 믿는다","거짓","","","","","","","","","","","","",""
"간호법 제정안, 윤석열 대통령 대선후보 시절 공약이었다","거짓","","","","","","","","","","","","",""
"돌고래 떼죽음은 지진 전조 현상이다","거짓","","","","","","","","","","","","",""
"4대강 사업 이후 홍수 피해액 90% 이상, 이재민 수는 4천여명으로, 사망·실종자 수는 2명으로 줄었다","거짓","","","","","","","","","","","","",""
"의사면허 취소법은 의사들을 압박하기 위해 만들었다","거짓","","","","","","","","","","","","",""
"미국의 부채상한제도 운용 내용 및 부채상한 확대 합의 사례여부 등의 초기입법과 한도상향 과정 및
부채 급증 원인에 대한 미국 대통령과 야당의 주장","거짓","","","","","","","","","","","","",""
"한동훈 장관 딸 MIT 합격의 주된 요인은 높은 내신, 수능 점수다","거짓","","","","","","","","","","","","",""
"원전 오염수를 방류하기 시작하면 우리 국민의 먹거리 안전이 위험해진다.","거짓","","","","","","","","","","","","",""
"가루쌀은 겉은 쌀인데 밀과 똑같다","거짓","","","","","","","","","","","","",""
"엠폭스, 여름에 더 감염 잘 된다","거짓","","","","","","","","","","","","",""
"박근혜 전 대통령, 메르스 때 낙타고기 먹지말라 해놓고 먹었다","거짓","","","","","","","","","","","","",""
"OECD 기준으로 원내 정당 수가 많은 나라일수록 정치가 불안정하다","거짓","","","","","","","","","","","","",""
"OECD 기준으로 한국 국회의원 수는 100명이면 충분하다","거짓","","","","","","","","","","","","",""
"1기 신도시는 고령 인구 많은 노인 도시가 됐다","거짓","","","","","","","","","","","","",""
"학교폭력이 2017년부터 가파르게 늘고 있다","거짓","","","","","","","","","","","","",""
"한국에 영향을 미치는 황사의 원산지는 중국이 아니다","거짓","","","","","","","","","","","","",""
"천원의 아침밥은 문재인 정부에서 2017년부터 지원했던 사업이다","거짓","","","","","","","","","","","","",""
"SMP 상한제 시행, 민간발전사의 실질적 손해 없다","거짓","","","","","","","","","","","","",""
"경기도 소방인력은 국내 타 지역에 비해 많은 편이다","거짓","","","","","","","","","","","","",""
"윤석열 대통령이 양곡법에 거부권을 행사하는 것은 후보 시절 말을 뒤집는 것이다","거짓","","","","","","","","","","","","",""
"한국 남성 육아휴직 사용률, 타 OECD 국가에 비해 낮지 않다","거짓","","","","","","","","","","","","",""
"후쿠시마 오염수 방류, 국제적·과학적으로 문제없다","거짓","","","","","","","","","","","","",""
"후쿠시마산 수산물이 국내에 들어올 일은 결코 없다","거짓","","","","","","","","","","","","",""
"IMF는 한국 재정을 균형 재정으로 평가한다","거짓","","","","","","","","","","","","",""
"4·3은 국경일보다 격이 낮은 기념일이어서 대통령이 무조건 참석 안 해도 된다","거짓","","","","","","","","","","","","",""
"제주 4·3 사건은 공산 폭동이다","거짓","","","","","","","","","","","","",""
"사교육비 월평균 41만원은 과소 측정된 수치다","거짓","","","","","","","","","","","","",""
"윤석열 정부 들어 소부장 특례 보증 예산이 전액 삭감됐다","거짓","","","","","","","","","","","","",""
"미국은 1917년 하원의원 435명을 확정한 이래 인구가 두 배 반 늘었어도 의원수 증원이 없다","거짓","","","","","","","","","","","","",""
"튀르키예 중학교 교과서에 한국이 형제국가로 쓰여 있다","거짓","","","","","","","","","","","","",""
"타워크레인 조종사, 강풍 불 때 임의로 조종석 벗어나면 위법이다","거짓","","","","","","","","","","","","",""
"성범죄자 화학적 거세, 오히려 추가 범죄 야기한다","거짓","","","","","","","","","","","","",""
"전두환 일가의 '검은 돈'과 전우원 지인들의 각종 범죄는 법의 심판을 받을 수 있다","거짓","","","","","","","","","","","","",""
"설탕 대체제 섭취가 심장마비와 뇌졸중 위험을 바로 높인다","거짓","","","","","","","","","","","","",""
"제조업에 비해 문화예술 분야 고용 창출 효과가 3~5배 높다","거짓","","","","","","","","","","","","",""
"대통령과 여당 대표 간 정례회담은 항상 있었다","거짓","","","","","","","","","","","","",""
"주 69시간 근로시간제도 개편, 20·30 청년층은 좋아한다","거짓","","","","","","","","","","","","",""
"기존 52시간제 주 단위 규율, 국민 대부분 동의하지 않을 것이다","거짓","","","","","","","","","","","","",""
"정부의 '제3자 변제' 방식은 문희상 전 국회의장의 아이디어다","거짓","","","","","","","","","","","","",""
"근로시간 제도 개편으로 주 52시간에서 주 80.5시간으로 늘어난다","거짓","","","","","","","","","","","","",""
"표결 보이콧으로 체포동의안 표결 성립 무산시킬 수 있다","거짓","","","","","","","","","","","","",""
"보건복지부 대책은 번개탄 생산을 막겠다는 것이다","거짓","","","","","","","","","","","","",""
"난방비 폭탄은 문재인 정부의 탈원전 때문이다","거짓","","","","","","","","","","","","",""
"마라도 고양이가 뿔쇠오리 개체수 감소에 심각한 영향을 미친다는 명확한 근거가 없다","거짓","","","","","","","","","","","","",""
"내가 낸 기부금, 엉뚱한 데 쓰인다","거짓","","","","","","","","","","","","",""
"윤석열 대통령이 자동차세 연납 할인 혜택 축소했다","거짓","","","","","","","","","","","","",""
"라돈안전 제품 인증 갱신 없이도 안전하다","거짓","","","","","","","","","","","","",""
"번개탄 생산 금지는 자살 예방 대책이다","거짓","","","","","","","","","","","","",""
"우크라 전쟁 1주년…""민간인 공격 안한다""는 푸틴 약속 지켜졌나","거짓","","","","","","","","","","","","",""
"김대중 전 대통령도 제주 4.3은 공산 폭동이라고 말했다","거짓","","","","","","","","","","","","",""
"제주 4·3사건이 북한 김일성 지시로 촉발됐다","거짓","","","","","","","","","","","","",""
"비동의 강간죄 도입되면 '동의 없었다' 피해자 진술만으로 유죄다","거짓","","","","","","","","","","","","",""
"최근 난방비 폭등의 원인은 문재인 정부에게 있다","거짓","","","","","","","","","","","","",""
"에너지기업 대상 ‘횡재세’ 전 세계에서 시행한다","거짓","","","","","","","","","","","","",""
"일회용품을 줄이는 건 환경에 도움이 안 된다","거짓","","","","","","","","","","","","",""
"남는 쌀 정부 매입 의무화하면 쌀값 떨어진다","거짓","","","","","","","","","","","","",""
"폭설로 항공기 결항돼 출근 못하면 연차 안 쓰고도 쉴 수 있다","거짓","","","","","","","","","","","","",""
"1만 원권과 5만 원권 사이 지폐로는 3만 원권이 적합하다","거짓","","","","","","","","","","","","",""
"스쿨존에서 어린이를 사망케 하면 무기 또는 3년 이상 징역이다","거짓","","","","","","","","","","","","",""
"민식이법 시행 이후 스쿨존 교통사고가 줄었다","거짓","","","","","","","","","","","","",""
"난방비 폭등은 문재인 정부가 떠넘긴 탓이다","거짓","","","","","","","","","","","","",""
"115석 불과한 국민의힘, 헌정사상 최악의 여소야대 국면이다","거짓","","","","","","","","","","","","",""
"중대선거구제는 지역주의 정치 구도를 해소할 대안이다","거짓","","","","","","","","","","","","",""
"경기도 버스 기사의 평균 노동시간은 서울시에 비해 약 50% 높은 14.9시간이고, 임금은 약 30% 낮은 것으로 조사됐다","사실","","","","","","","","","","","","",""
"국지성 호우가 잦아지고 있다","사실","","","","","","","","","","","","",""
"국내에 42개의 병역 혜택을 주는 제도가 있다","사실","","","","","","","","","","","","",""
"일반 기업은 채용과정에서 범죄경력을 조회할 수 없다","사실","","","","","","","","","","","","",""
"국제에너지기구에서 2025년까지 화석연료 보일러 사용 금지를 제안했다","사실","","","","","","","","","","","","",""
"대한민국의 남녀 임금 격차 선진국 가운데 가장 크다","사실","","","","","","","","","","","","",""
"의료용 향정신성의약품(항불안제) 복용을 하고 마약 간이시약검사에서 양성이 나올 수 있다","사실","","","","","","","","","","","","",""
"수리남은 더 이상 마약 국가가 아니다","사실","","","","","","","","","","","","",""
"한미 통화스와프가 환율 급등을 막을 수 있다","사실","","","","","","","","","","","","",""
"대통령기록관 압수수색 시 변호인 참여 보장 안 해도 된다","사실","","","","","","","","","","","","",""
"현행 제도상 민사소송 과정에서 발생하는 개인정보 노출을 막을 방법은 없다","사실","","","","","","","","","","","","",""
"한국과 프랑스 등 다른 나라도 삼중수소 배출한다","사실","","","","","","","","","","","","",""
"외국인 노동자 없이는 뿌리산업을 지탱하기 어렵다","사실","","","","","","","","","","","","",""
"건설현장은 이미 외국인 노동자가 장악했다","사실","","","","","","","","","","","","",""
"싱가포르와 홍콩, 외국인 가사노동자 도입 이후에도 저출산을 해결하지 못했다","사실","","","","","","","","","","","","",""
"공공임대주택 늘리면 출생률 오른다","사실","","","","","","","","","","","","",""
"간호법이 발효되면 전국 요양시설 상당수가 간호사 구인난으로 문을 닫거나 경영난에 빠질 수 있다","사실","","","","","","","","","","","","",""
"국민참여재판은 성범죄자에게 관대한 판결을 내린다","사실","","","","","","","","","","","","",""
"윤석열 정부 근로손실일수는 역대 정부 최저다","사실","","","","","","","","","","","","",""
"유튜브 술방, 제재 못 한다","사실","","","","","","","","","","","","",""
"윤석열 대통령이 후보 시절 간호법 제정 약속했다","사실","","","","","","","","","","","","",""
"4대강 사업에 대한 공적 평가는 이미 끝났다","사실","","","","","","","","","","","","",""
"한국의 불공정거래 행위(주가조작 등)에 대한 제재 수준은 금융선진국과 비교했을 때 미흡하다","사실","","","","","","","","","","","","",""
"윤 대통령 취임 1년, 주요 인사에 여전히 서오남·검사 일색이다","사실","","","","","","","","","","","","",""
"물건 훔친 초등학생 신상 공개하는 건 불법이다","사실","","","","","","","","","","","","",""
"간호법 제정은 윤석열 대통령 공약이다","사실","","","","","","","","","","","","",""
"2030 무당층 비율이 역대급으로 높다","사실","","","","","","","","","","","","",""
"OECD에서 비례대표 비율 높은 나라가 여성·청년 의원 비율도 높다","사실","","","","","","","","","","","","",""
"OECD 기준으로 한국 국회의원 보수 수준은 높다","사실","","","","","","","","","","","","",""
"마약 범죄를 수사하던 검사가 퇴직 1년 후에는 마약 범죄 피의자를 대리할 수 있다","사실","","","","","","","","","","","","",""
"윤석열 대통령은 외국 순방 이후 지지율 상승 효과가 없었다","사실","","","","","","","","","","","","",""
"전세사기 주택 공공매입해도 피해자들에게 이익 없다","사실","","","","","","","","","","","","",""
"현재도 후쿠시마 앞바다에서 방사능 안전 기준치 14배 우럭 잡힌다","사실","","","","","","","","","","","","",""
"건강보험 재정 파탄론은 근거 없다","사실","","","","","","","","","","","","",""
"고위공직자나 정치인과 달리 일반인이 피고발인 신분일 때 서면조사를 받는 경우가 드물다","사실","","","","","","","","","","","","",""
"식용 프린터는 불법이다","사실","","","","","","","","","","","","",""
"초등학생이 공유킥보드를 타면 처벌받을까?","사실","","","","","","","","","","","","",""
"응급피임약, 가톨릭계 병원에서는 처방 안 한다","사실","","","","","","","","","","","","",""
"근로시간 늘어나면 출산율 줄어든다","사실","","","","","","","","","","","","",""
"정부 재단이 미쓰비시 손해배상을 대신하도록 하겠다는 것은 위법이다","사실","","","","","","","","","","","","",""
"강제징용 ‘제3자 변제’ 방식은 불법이다","사실","","","","","","","","","","","","",""
"환자의 개인 정보를 활용한 의료인들의 개인적인 활동(매체 기고, 방송 출연 발언, 소셜미디어 활동 등)은 법적, 윤리적으로 문제가 있다","사실","","","","","","","","","","","","",""
"한국의 대학 등록금은 주요 선진국에 비해 높은 편이다","사실","","","","","","","","","","","","",""
"세계 최초로 동성결혼 합법화한 나라는 네덜란드다","사실","","","","","","","","","","","","",""
"보건복지부가 자살예방을 위한 첫번째 추진 과제로 번개탄 생산금지를 선정했다","사실","","","","","","","","","","","","",""
"문재인 전 대통령이 야당 동의 없이 임명한 장관급 이상 인사가 34명으로 역대 최대였다","사실","","","","","","","","","","","","",""
"의사-간호사 다투는 '간호법', 다른 나라도 많이 제정한 법이다","사실","","","","","","","","","","","","",""
"정부가 자살률 낮추려 번개탄 생산 금지했다","사실","","","","","","","","","","","","",""
"우리나라 정당 국고보조금은 세계적으로 드문 제도다","사실","","","","","","","","","","","","",""
"지진 '골든타임'은 72시간이다","사실","","","","","","","","","","","","",""
"원전이 재생에너지에 분류되지 않는다","사실","","","","","","","","","","","","",""
"2022년 대한민국 민주주의 지수가 여덟 단계 하락했다","사실","","","","","","","","","","","","",""
"5인 미만 사업장 근로기준법 적용으로 소상공입 폐업으로 내몰린다","사실","","","","","","","","","","","","",""
"만65세 노인의 지하철 무임승차 혜택으로 지하철 적자가 생겼다","사실","","","","","","","","","","","","",""
"구축 아파트가 신축 아파트에 비해 '난방비 폭탄'을 더 세게 맞았다","사실","","","","","","","","","","","","",""
"가스 값 폭등에 다른 나라는 요금을 인상했지만 문재인 정부는 그렇지 않았다","사실","","","","","","","","","","","","",""
"지방공공의료원 구인난은 의사 처우가 안 좋기 때문이다","사실","","","","","","","","","","","","",""
"문재인 정부 집권 후반기 가스요금 인상 요인이 있었음에도 요금을 동결했다","사실","","","","","","","","","","","","",""
"대통령제는 주로 소선거구제로, 의원내각제는 주로 중대선거구제로 의원을 선출한다","사실","","","","","","","","","","","","",""
"가공식품 영양 정보 표시 믿을만하다","사실","","","","","","","","","","","","",""
"가뭄이 이어져, 한반도 곡창지대 올해 농번기 용수 공급 힘들다","사실","","","","","","","","","","","","",""
"윤석열 대통령의 12.28 특별사면은 편파적이다","사실","","","","","","","","","","","","",""
"무인기 도발에 대한 2023년도 예산이 국회에서 50%나 삭감됐다","사실","","","","","","","","","","","","",""
"국회가 윤석열 정부가 챙기지 않은 국방 예산 챙겼다","사실","","","","","","","","","","","","",""
"당대표를 여론조사로 뽑는 나라가 없다","사실","","","","","","","","","","","","",""
"특별 사면은 임기 초에 유독 많았다","사실","","","","","","","","","","","","",""
"주요 선진국 중 여론 조사로 당 대표 선출하는 나라 없다","사실","","","","","","","","","","","","",""
"실내 마스크 해제, 지자체 독자적 권한으로 할 수 있다","사실","","","","","","","","","","","","",""
"핼러윈 참사를 대비하지 못한 배경에 서울시의 중대재해 예방이 있었다","사실","","","","","","","","","","","","",""
"‘제로 칼로리’ 음료, 정말로 칼로리 없다","사실","","","","","","","","","","","","",""
"문재인 정부 5년 간 국회에서 깎은 예산이 평균 5.1조 원이다","사실","","","","","","","","","","","","",""
"FIFA는 월드컵 경기서 욱일기 응원을 금지하고 있다","사실","","","","","","","","","","","","",""
"경제협력개발기구(OECD) 국가 중 실내 마스크 착용 의무를 유지하는 나라는 우리가 유일하다","사실","","","","","","","","","","","","",""
"우리 국민은 영주권을 가져도 해당국에서 (지방선거) 투표권이 없다","사실","","","","","","","","","","","","",""
"6월 파업 이후 국회에서 안전운임제에 대한 구체적인 논의들이 이어지지 않았다","사실","","","","","","","","","","","","",""
"화물연대에 업무개시명령은 강제노동 금지한 ILO 협약 위반이다","사실","","","","","","","","","","","","",""
"남산 전망대서 한남동 대통령 관저 일대를 촬영할 수 없다","사실","","","","","","","","","","","","",""
"우리나라에도 '빈곤 포르노' 가이드라인이 있다","사실","","","","","","","","","","","","",""
"영장 청구 단계에서 언론에 검찰 수사 내용을 알리는 것은 피의사실 공표죄에 해당하지 않는다","사실","","","","","","","","","","","","",""
"대통령경호처에 군 지휘권 부여한 시행령 개정, 법적근거 없다","사실","","","","","","","","","","","","",""
"주최자가 없는 행사에 대한 정부 매뉴얼이 없다","사실","","","","","","","","","","","","",""
"청소년 마약 범죄 증가한다","사실","","","","","","","","","","","","",""
"EU의 역외 보조금 규제 도입으로 인해 해외진출 기업의 부담 커진다","사실","","","","","","","","","","","","",""
"국회의원이 국정감사 도중 제기한 의혹, 거짓이어도 처벌하지 못한다","사실","","","","","","","","","","","","",""
"무전취식은 사기죄로 처벌 받을 수 있다","사실","","","","","","","","","","","","",""
"재건축부담금 낮춰도 재건축 사업 활성화하기 어렵다","사실","","","","","","","","","","","","",""
"선진국에서는 음식 이름에 ‘마약’ 붙여 판매하는 사례 없다","사실","","","","","","","","","","","","",""
"전세가율은 ‘깡통전세’의 판단기준이다","사실","","","","","","","","","","","","",""
"국회가 카카오 비롯한 업체들 논리대로 데이터 먹통 방지법 폐기했다","사실","","","","","","","","","","","","",""
"경기도 버스 기사의 평균 노동시간은 서울시에 비해 약 50% 높은 14.9시간이고, 임금은 약 30% 낮은 것으로 조사됐다","사실","","","","","","","","","","","","",""
"국지성 호우가 잦아지고 있다","사실","","","","","","","","","","","","",""
"국내에 42개의 병역 혜택을 주는 제도가 있다","사실","","","","","","","","","","","","",""
"일반 기업은 채용과정에서 범죄경력을 조회할 수 없다","사실","","","","","","","","","","","","",""
"국제에너지기구에서 2025년까지 화석연료 보일러 사용 금지를 제안했다","사실","","","","","","","","","","","","",""
"대한민국의 남녀 임금 격차 선진국 가운데 가장 크다","사실","","","","","","","","","","","","",""
"의료용 향정신성의약품(항불안제) 복용을 하고 마약 간이시약검사에서 양성이 나올 수 있다","사실","","","","","","","","","","","","",""
"수리남은 더 이상 마약 국가가 아니다","사실","","","","","","","","","","","","",""
"한미 통화스와프가 환율 급등을 막을 수 있다","사실","","","","","","","","","","","","",""
"대통령기록관 압수수색 시 변호인 참여 보장 안 해도 된다","사실","","","","","","","","","","","","",""
"주최자 없이 사람들이 모인 경우 선제적인 안전 관리 어렵다","거짓","","","","","","","","","","","","",""
"헌법상 尹 대통령 탄핵절차 밟는 상황까지 갈 수 있다","거짓","","","","","","","","","","","","",""
"샤인머스캣이 성조숙증 유발한다","거짓","","","","","","","","","","","","",""
"국정감사장에서 피켓 시위를 하는 것은 불법이다","거짓","","","","","","","","","","","","",""
"국회 시정연설에 야당이 추가조건 붙인 적은 헌정사상 없다","거짓","","","","","","","","","","","","",""
"UN 국가별 수질 지수 순위에서 한국의 수돗물 품질 순위는 전 세계 122개국 중 8위다","거짓","","","","","","","","","","","","",""
"야당 중앙당사 압수수색은 사상 초유의 일이다","거짓","","","","","","","","","","","","",""
"한국 메모리 반도체 세계 1위는 착시현상이다","거짓","","","","","","","","","","","","",""
"카카오 먹통, 대응하는 직원은 무급 노동했다","거짓","","","","","","","","","","","","",""
"국내 소부장 자립화를 위해 천문학적인 돈을 부었지만 중국 의존도만 높아지는 결과 초래했다","거짓","","","","","","","","","","","","",""
"만화진흥원이 중고생만화공모전을 정치 오염 공모전으로 변색시켰다","거짓","","","","","","","","","","","","",""
"공모전과 대외활동은 공정한 절차로 운영되고 있다","거짓","","","","","","","","","","","","",""
"금리인하요구권을 사용했다가 오히려 금리가 오를 수 있다","거짓","","","","","","","","","","","","",""
"정부가 해외 주식 양도세를 완화해 준다","거짓","","","","","","","","","","","","",""
"다중인격은 필로폰의 전형적인 부작용이다","거짓","","","","","","","","","","","","",""
"우리가 많이 사용하는 조사 ‘~의’는 일본어 ‘の’에서 비롯된 일본식 표현이다","거짓","","","","","","","","","","","","",""
"군장병 피복 예산 삭감은 윤석열 정부의 비정한 예산이다","거짓","","","","","","","","","","","","",""
"장병 전투화 310억-내복 95억 예산 삭감했다","거짓","","","","","","","","","","","","",""
"음료 든 컵 들고 버스 탑승 금지' 법적 근거 없다","거짓","","","","","","","","","","","","",""
"판사 1명이 국민의힘 가처분 재판 결정한다","거짓","","","","","","","","","","","","",""
"이명박 정부 때 민주당이 지류·지천 종합정비계획 반대했다","거짓","","","","","","","","","","","","",""
"정부가 저소득층에게 재난지원금을 추가로 지급한다는 문자를 보냈다","거짓","","","","","","","","","","","","",""
"국회 통과한 특검법안은 모두 여야 합의였다","거짓","","","","","","","","","","","","",""
"여성가족부 등록 위안부 피해자 240명 중 강간 피해·사망자 1명도 없다","거짓","","","","","","","","","","","","",""
"대선 선거범죄로 유죄 확정돼도 국회의원직은 유지된다","거짓","","","","","","","","","","","","",""
"내년 9급 1호봉 급여는 수당 포함 200만 원을 넘지 못한다","거짓","","","","","","","","","","","","",""
"유튜버들의 위험천만한 돈벌이 방송을 제지할 수단이 없다","거짓","","","","","","","","","","","","",""
"코로나19 백신 접종에 따른 중증화 예방에 차이가 없다","거짓","","","","","","","","","","","","",""
"분홍 구름은 태풍의 전조현상이다","거짓","","","","","","","","","","","","",""
"국민은행 콜센터 용역업체가 빼빼로데이에 직원에게 '삐삐머리'를 강요했다","거짓","","","","","","","","","","","","",""
"소보로빵 비누'는 불법이다","거짓","","","","","","","","","","","","",""
"임대차법 때문에 전셋값 폭등한다","거짓","","","","","","","","","","","","",""
"제2부속실 없애고 영부인 일정 줄였다","거짓","","","","","","","","","","","","",""
"국회의원 겸직 국무위원, 양쪽 급여 모두 받는다","거짓","","","","","","","","","","","","",""
"코로나 확진자는 헌혈할 수 없다","거짓","","","","","","","","","","","","",""
"제네바 협약에서 민방위복을 노란색으로 정해놨다","거짓","","","","","","","","","","","","",""
"신한금융지주가 한화손해보험 인수를 추진한다","거짓","","","","","","","","","","","","",""
"도림천 같은 지천에는 수위 예측 시스템이 없다","거짓","","","","","","","","","","","","",""
"국민 90%가 '검수원복 시행령'을 문제없다고 본다","거짓","","","","","","","","","","","","",""
"오세훈 시장 재추진 '빗물터널', 강남엔 뚫을 곳 없다","거짓","","","","","","","","","","","","",""
